Customer ID,Age,Gender,Date,Month_of_Purchase,Festival/Offers,Year,Type_of_ product,ModelName,Price,Resolution,Screen_size,RAM,Processor,OS,HDD,SSD,Warranty Period,Warranty,Location
5525,30,1,27-04-2018,4,0,2018,Laptop,Alienware,180028,FullHD,15,16,i7,Windows,1024,512,2,1,Mumbai
5526,24,1,13-09-2018,9,0,2018,Laptop,Alienware,155633,FullHD,15,8,i7,Windows,1024,1024,2,1,Kolkata
5527,17,1,12-12-2018,12,0,2018,Laptop,Alienware,121971,FullHD,15,16,i5,Windows,1024,256,2,1,Hyderabad
5528,19,1,18-03-2018,3,0,2018,Laptop,Alienware,127566,2k,17,16,i5,Windows,1024,256,2,1,Kolkata
5529,30,1,06-12-2018,12,0,2018,Laptop,Alienware,141993,2k,17,8,i5,Windows,1024,256,2,1,Surat
5530,21,1,13-01-2018,1,1,2018,Laptop,Alienware,244232,2k,17,32,i9,Windows,1024,1024,2,1,Kolkata
5531,23,1,07-07-2018,7,1,2018,Laptop,Alienware,126613,2k,17,8,i5,Windows,1024,256,2,1,Patna
5532,23,1,02-01-2018,1,1,2018,Laptop,Alienware,196586,2k,17,32,i7,Windows,1024,512,2,1,Bangalore
5533,21,1,04-10-2018,10,0,2018,Laptop,Alienware,150360,2k,17,32,i7,Windows,1024,256,2,1,New Delhi
5534,20,1,09-01-2018,1,1,2018,Laptop,Alienware,145827,FullHD,15,8,i5,Windows,1024,1024,2,1,Kota
5535,29,1,13-10-2018,10,0,2018,Laptop,Alienware,149521,FullHD,15,8,i5,Windows,1024,512,3,1,Bangalore
5536,29,0,05-11-2018,11,1,2018,Laptop,Alienware,144461,2k,17,8,i5,Windows,1024,512,2,1,Mumbai
5537,20,0,09-09-2018,9,0,2018,Laptop,Alienware,170745,FullHD,15,16,i7,Windows,1024,512,2,1,Kolkata
5538,22,1,03-09-2018,9,0,2018,Laptop,Alienware,130606,FullHD,15,8,i5,Windows,1024,512,2,1,New Delhi
5539,32,1,03-07-2018,7,1,2018,Laptop,Alienware,197107,2k,17,32,i7,Windows,1024,512,2,1,Mumbai
5540,42,1,22-06-2018,6,0,2018,Laptop,Alienware,230208,2k,17,32,i9,Windows,1024,1024,2,1,Mumbai
5541,27,1,01-08-2018,8,1,2018,Laptop,Alienware,190178,2k,17,32,i7,Windows,1024,512,3,1,Patna
5542,28,1,10-08-2018,8,1,2018,Laptop,Alienware,121417,FullHD,15,16,i5,Windows,1024,512,2,1,Mumbai
5543,16,1,15-12-2018,12,0,2018,Laptop,Alienware,143967,FullHD,15,8,i5,Windows,1024,512,3,1,Hyderabad
5544,16,0,22-01-2018,1,1,2018,Laptop,Alienware,132009,FullHD,15,16,i5,Windows,1024,1024,3,1,Mumbai
5545,29,1,17-02-2018,2,0,2018,Laptop,Alienware,148317,2k,17,16,i5,Windows,1024,256,2,1,Bangalore
5546,20,1,13-04-2018,4,0,2018,Laptop,Alienware,170247,2k,17,32,i7,Windows,1024,512,3,1,New Delhi
5547,19,1,23-04-2018,4,0,2018,Laptop,Alienware,159075,2k,17,32,i7,Windows,1024,256,2,1,Vizag
5548,23,1,23-02-2018,2,0,2018,Laptop,Alienware,144063,FullHD,15,8,i5,Windows,1024,512,3,1,Bhopal
5549,15,1,05-09-2018,9,0,2018,Laptop,Alienware,135614,FullHD,15,8,i5,Windows,1024,1024,2,1,Patna
5550,44,1,19-01-2018,1,1,2018,Laptop,Alienware,168081,2k,17,32,i7,Windows,1024,256,2,1,Mumbai
5551,19,1,22-10-2018,10,0,2018,Laptop,Alienware,139150,2k,17,8,i5,Windows,1024,512,3,1,Bangalore
5552,18,1,05-11-2018,11,1,2018,Laptop,Alienware,233901,2k,17,32,i9,Windows,1024,1024,2,1,Coimbatore
5553,21,1,28-01-2018,1,1,2018,Laptop,Alienware,152935,FullHD,15,16,i7,Windows,1024,1024,2,1,Lucknow
5554,28,1,07-06-2018,6,0,2018,Laptop,Alienware,168947,FullHD,15,8,i7,Windows,1024,256,2,1,New Delhi
5555,19,1,28-04-2018,4,0,2018,Laptop,Alienware,143045,FullHD,15,8,i5,Windows,1024,1024,3,1,New Delhi
5556,21,1,19-07-2018,7,1,2018,Laptop,Alienware,233553,2k,17,32,i9,Windows,1024,1024,3,1,Mumbai
5557,25,1,17-07-2018,7,1,2018,Laptop,Alienware,133433,2k,17,8,i5,Windows,1024,256,3,1,Hyderabad
5558,28,0,08-11-2018,11,1,2018,Laptop,Alienware,140086,FullHD,15,8,i5,Windows,1024,512,2,1,New Delhi
5559,20,1,04-01-2018,1,1,2018,Laptop,Alienware,242148,2k,17,32,i9,Windows,1024,1024,2,1,Bangalore
5560,28,1,18-05-2018,5,0,2018,Laptop,Alienware,166686,FullHD,15,8,i7,Windows,1024,256,2,1,Kolkata
5561,22,1,18-09-2018,9,0,2018,Laptop,Alienware,144356,FullHD,15,8,i5,Windows,1024,1024,3,1,Jaipur
5562,19,0,17-06-2018,6,0,2018,Laptop,Alienware,157309,2k,17,32,i7,Windows,1024,256,2,1,Coimbatore
5563,19,1,03-01-2018,1,1,2018,Laptop,Alienware,184620,2k,17,32,i7,Windows,1024,512,3,1,New Delhi
5564,28,1,24-11-2018,11,1,2018,Laptop,Alienware,149069,2k,17,16,i5,Windows,1024,512,3,1,New Delhi
5565,23,1,17-10-2018,10,0,2018,Laptop,Alienware,137111,2k,17,8,i5,Windows,1024,512,2,1,Bangalore
5566,18,1,01-11-2018,11,1,2018,Laptop,Alienware,135017,FullHD,15,16,i5,Windows,1024,1024,3,1,New Delhi
5567,23,1,08-03-2018,3,0,2018,Laptop,Alienware,134886,FullHD,15,8,i5,Windows,1024,1024,2,1,Vizag
5568,21,1,26-02-2018,2,0,2018,Laptop,Alienware,242190,2k,17,32,i9,Windows,1024,1024,2,1,Bhopal
5569,19,1,19-07-2018,7,1,2018,Laptop,Alienware,146630,2k,17,8,i5,Windows,1024,256,3,1,Hyderabad
5570,28,1,16-12-2018,12,0,2018,Laptop,Alienware,186293,FullHD,15,16,i7,Windows,1024,512,2,1,Hyderabad
5571,27,1,19-01-2018,1,1,2018,Laptop,Alienware,244960,2k,17,32,i9,Windows,1024,1024,3,1,Coimbatore
5572,25,1,11-06-2018,6,0,2018,Laptop,Alienware,144575,FullHD,15,8,i5,Windows,1024,256,3,1,Hyderabad
5573,28,0,05-11-2018,11,1,2018,Laptop,Alienware,198522,2k,17,32,i7,Windows,1024,512,2,1,Kolkata
5574,20,1,25-02-2018,2,0,2018,Laptop,Alienware,163217,FullHD,15,8,i7,Windows,1024,1024,3,1,Hyderabad
5575,28,1,20-08-2018,8,1,2018,Laptop,Alienware,229805,2k,17,32,i9,Windows,1024,1024,3,1,Bangalore
5576,21,1,17-05-2018,5,0,2018,Laptop,Alienware,138425,FullHD,15,16,i5,Windows,1024,256,3,1,Hyderabad
5577,30,1,27-10-2018,10,0,2018,Laptop,Alienware,228230,2k,17,32,i9,Windows,1024,1024,3,1,Coimbatore
5578,20,1,19-01-2018,1,1,2018,Laptop,Alienware,227384,2k,17,32,i9,Windows,1024,1024,2,1,New Delhi
5579,27,1,03-05-2018,5,0,2018,Laptop,Alienware,132715,FullHD,15,8,i5,Windows,1024,1024,2,1,Bangalore
5580,22,1,24-11-2018,11,1,2018,Laptop,Alienware,139400,FullHD,15,16,i5,Windows,1024,512,2,1,Bhopal
5581,19,1,19-04-2018,4,0,2018,Laptop,Alienware,132620,FullHD,15,8,i5,Windows,1024,512,2,1,Bhopal
5582,25,1,18-02-2018,2,0,2018,Laptop,Alienware,144159,FullHD,15,8,i5,Windows,1024,1024,3,1,Bangalore
5583,25,0,02-03-2018,3,0,2018,Laptop,Alienware,243906,2k,17,32,i9,Windows,1024,1024,2,1,Bhopal
5584,22,1,27-10-2018,10,0,2018,Laptop,Alienware,183323,FullHD,15,8,i7,Windows,1024,512,2,1,Coimbatore
5585,24,1,22-11-2018,11,1,2018,Laptop,Alienware,121283,FullHD,15,8,i5,Windows,1024,512,2,1,Mumbai
5586,25,1,09-12-2018,12,0,2018,Laptop,Alienware,235685,2k,17,32,i9,Windows,1024,1024,3,1,Kolkata
5587,20,1,20-01-2018,1,1,2018,Laptop,Alienware,152263,2k,17,32,i7,Windows,1024,256,2,1,Hyderabad
5588,26,1,20-01-2018,1,1,2018,Laptop,Alienware,167017,2k,17,32,i7,Windows,1024,256,3,1,Coimbatore
5589,25,1,20-12-2018,12,0,2018,Laptop,Alienware,140625,FullHD,15,8,i5,Windows,1024,256,3,1,Kolkata
5590,29,1,02-08-2018,8,1,2018,Laptop,Alienware,126639,2k,17,16,i5,Windows,1024,256,2,1,New Delhi
5591,19,1,26-01-2018,1,1,2018,Laptop,Alienware,176415,2k,17,32,i7,Windows,1024,512,3,1,Kota
5592,19,1,19-10-2018,10,0,2018,Laptop,Alienware,120048,FullHD,15,8,i5,Windows,1024,512,2,1,Mumbai
5593,21,1,16-07-2018,7,1,2018,Laptop,Alienware,135168,2k,17,16,i5,Windows,1024,512,3,1,Mumbai
5594,23,0,09-01-2018,1,1,2018,Laptop,Alienware,155492,FullHD,15,8,i7,Windows,1024,1024,2,1,Hyderabad
5595,23,1,01-08-2018,8,1,2018,Laptop,Alienware,154322,FullHD,15,8,i7,Windows,1024,1024,3,1,Kolkata
5596,21,1,09-07-2018,7,1,2018,Laptop,Alienware,176174,2k,17,32,i7,Windows,1024,512,3,1,Mumbai
5597,20,1,18-10-2018,10,0,2018,Laptop,Alienware,169498,FullHD,15,16,i7,Windows,1024,1024,2,1,Hyderabad
5598,20,1,18-05-2018,5,0,2018,Laptop,Alienware,184780,2k,17,32,i7,Windows,1024,512,3,1,Vizag
5599,25,1,14-03-2018,3,0,2018,Laptop,Alienware,133195,2k,17,8,i5,Windows,1024,256,3,1,Bangalore
5600,27,1,16-02-2018,2,0,2018,Laptop,Alienware,198301,2k,17,32,i7,Windows,1024,512,3,1,Bangalore
5601,24,1,02-05-2018,5,0,2018,Laptop,Alienware,125669,FullHD,15,16,i5,Windows,1024,1024,3,1,Mumbai
5602,20,1,25-12-2018,12,0,2018,Laptop,Alienware,147350,2k,17,8,i5,Windows,1024,256,3,1,Ranchi
5603,23,1,17-03-2018,3,0,2018,Laptop,Alienware,133258,2k,17,16,i5,Windows,1024,512,3,1,New Delhi
5604,23,1,24-02-2018,2,0,2018,Laptop,Alienware,120718,2k,17,8,i5,Windows,1024,512,3,1,Bangalore
5605,21,1,26-05-2018,5,0,2018,Laptop,Alienware,142478,2k,17,16,i5,Windows,1024,256,3,1,New Delhi
5606,29,1,07-04-2018,4,0,2018,Laptop,Alienware,131057,FullHD,15,16,i5,Windows,1024,512,3,1,Kolkata
5607,21,1,04-09-2018,9,0,2018,Laptop,Alienware,148372,2k,17,8,i5,Windows,1024,256,2,1,Bangalore
5608,24,1,21-11-2018,11,1,2018,Laptop,Alienware,196704,2k,17,32,i7,Windows,1024,512,3,1,Jaipur
5609,28,1,01-07-2018,7,1,2018,Laptop,Alienware,126589,FullHD,15,8,i5,Windows,1024,512,3,1,Bhopal
5610,16,1,28-04-2018,4,0,2018,Laptop,Alienware,151092,FullHD,15,16,i7,Windows,1024,256,2,1,Kota
5611,22,1,06-07-2018,7,1,2018,Laptop,Alienware,133955,2k,17,16,i5,Windows,1024,512,3,1,Patna
5612,22,1,06-06-2018,6,0,2018,Laptop,Alienware,135966,2k,17,8,i5,Windows,1024,256,2,1,Surat
5613,25,1,08-01-2018,1,1,2018,Laptop,Alienware,231959,2k,17,32,i9,Windows,1024,1024,2,1,New Delhi
5614,18,1,04-02-2018,2,0,2018,Laptop,Alienware,162799,2k,17,32,i7,Windows,1024,256,3,1,New Delhi
5615,24,1,11-12-2018,12,0,2018,Laptop,Alienware,174360,2k,17,32,i7,Windows,1024,512,3,1,Hyderabad
5616,20,1,20-10-2018,10,0,2018,Laptop,Alienware,170494,2k,17,32,i7,Windows,1024,512,2,1,Surat
5617,23,1,18-12-2018,12,0,2018,Laptop,Alienware,249234,2k,17,32,i9,Windows,1024,1024,2,1,Mumbai
5618,20,1,28-04-2018,4,0,2018,Laptop,Alienware,135830,FullHD,15,16,i5,Windows,1024,256,2,1,Kolkata
5619,27,0,01-05-2018,5,0,2018,Laptop,Alienware,146762,FullHD,15,8,i5,Windows,1024,1024,2,1,Kolkata
5620,22,1,02-08-2018,8,1,2018,Laptop,Alienware,143607,FullHD,15,8,i5,Windows,1024,256,2,1,Kolkata
5621,19,1,19-01-2018,1,1,2018,Laptop,Alienware,160301,FullHD,15,8,i7,Windows,1024,256,3,1,Bangalore
5622,25,1,03-08-2018,8,1,2018,Laptop,Alienware,159305,FullHD,15,16,i7,Windows,1024,1024,3,1,Kolkata
5623,22,1,18-07-2018,7,1,2018,Laptop,Alienware,146872,2k,17,16,i5,Windows,1024,256,2,1,Kota
5624,24,1,12-10-2018,10,0,2018,Laptop,Alienware,158684,FullHD,15,8,i7,Windows,1024,256,3,1,New Delhi
5625,23,1,22-09-2018,9,0,2018,Laptop,Alienware,161351,FullHD,15,8,i7,Windows,1024,256,2,1,New Delhi
5626,21,1,21-04-2018,4,0,2018,Laptop,Alienware,134231,FullHD,15,16,i5,Windows,1024,256,3,1,Kolkata
5627,23,1,25-06-2018,6,0,2018,Laptop,Alienware,224892,2k,17,32,i9,Windows,1024,1024,2,1,Bangalore
5628,25,0,17-09-2018,9,0,2018,Laptop,Alienware,176437,FullHD,15,8,i7,Windows,1024,512,2,1,Hyderabad
5629,20,1,25-01-2018,1,1,2018,Laptop,Alienware,146306,FullHD,15,16,i5,Windows,1024,512,2,1,Kolkata
5630,22,1,05-07-2018,7,1,2018,Laptop,Alienware,163502,FullHD,15,16,i7,Windows,1024,256,2,1,Bangalore
5631,21,1,09-08-2018,8,1,2018,Laptop,Alienware,123020,FullHD,15,16,i5,Windows,1024,1024,2,1,Bhopal
5632,40,0,01-06-2018,6,0,2018,Laptop,Alienware,181331,FullHD,15,8,i7,Windows,1024,512,3,1,Surat
5633,23,1,21-05-2018,5,0,2018,Laptop,Alienware,149737,FullHD,15,8,i5,Windows,1024,256,2,1,Bangalore
5634,19,1,27-04-2018,4,0,2018,Laptop,Alienware,126524,FullHD,15,16,i5,Windows,1024,1024,2,1,Jaipur
5635,24,1,15-06-2018,6,0,2018,Laptop,Alienware,130507,2k,17,8,i5,Windows,1024,512,2,1,Jaipur
5636,23,1,27-02-2018,2,0,2018,Laptop,Alienware,231798,2k,17,32,i9,Windows,1024,1024,3,1,Mumbai
5637,29,1,17-11-2018,11,1,2018,Laptop,Alienware,228469,2k,17,32,i9,Windows,1024,1024,3,1,Bangalore
5638,21,1,05-08-2018,8,1,2018,Laptop,Alienware,136742,FullHD,15,16,i5,Windows,1024,1024,2,1,New Delhi
5639,24,1,01-04-2018,4,0,2018,Laptop,Alienware,139292,FullHD,15,16,i5,Windows,1024,256,3,1,Kolkata
5640,21,1,15-12-2018,12,0,2018,Laptop,Alienware,163976,FullHD,15,16,i7,Windows,1024,256,3,1,Mumbai
5641,21,1,27-09-2018,9,0,2018,Laptop,Alienware,145858,FullHD,15,8,i5,Windows,1024,1024,3,1,New Delhi
5642,22,1,05-06-2018,6,0,2018,Laptop,Alienware,154135,FullHD,15,8,i7,Windows,1024,256,3,1,New Delhi
5643,26,1,10-07-2018,7,1,2018,Laptop,Alienware,185725,2k,17,32,i7,Windows,1024,512,2,1,Kolkata
5644,24,1,17-05-2018,5,0,2018,Laptop,Alienware,166853,2k,17,32,i7,Windows,1024,256,3,1,Lucknow
5645,19,1,05-08-2018,8,1,2018,Laptop,Alienware,166867,FullHD,15,16,i7,Windows,1024,1024,3,1,Hyderabad
5646,29,1,03-02-2018,2,0,2018,Laptop,Alienware,123717,FullHD,15,8,i5,Windows,1024,512,2,1,Hyderabad
5647,19,1,15-11-2018,11,1,2018,Laptop,Alienware,151283,FullHD,15,16,i7,Windows,1024,256,2,1,Bangalore
5648,24,1,14-01-2018,1,1,2018,Laptop,Alienware,232528,2k,17,32,i9,Windows,1024,1024,2,1,New Delhi
5649,21,1,05-11-2018,11,1,2018,Laptop,Alienware,142652,2k,17,16,i5,Windows,1024,512,2,1,Bangalore
5650,19,0,06-08-2018,8,1,2018,Laptop,Alienware,151349,2k,17,32,i7,Windows,1024,256,3,1,Patna
5651,23,1,02-01-2018,1,1,2018,Laptop,Alienware,149747,FullHD,15,16,i5,Windows,1024,256,2,1,Mumbai
5652,23,1,21-11-2018,11,1,2018,Laptop,Alienware,141746,2k,17,8,i5,Windows,1024,256,2,1,Kolkata
5653,25,1,24-02-2018,2,0,2018,Laptop,Alienware,168632,FullHD,15,8,i7,Windows,1024,256,2,1,Mumbai
5654,15,1,15-07-2018,7,1,2018,Laptop,Alienware,230152,2k,17,32,i9,Windows,1024,1024,2,1,Mumbai
5655,19,1,03-10-2018,10,0,2018,Laptop,Alienware,135201,2k,17,16,i5,Windows,1024,256,3,1,Bangalore
5656,24,1,08-07-2018,7,1,2018,Laptop,Alienware,157169,FullHD,15,8,i7,Windows,1024,256,2,1,Kolkata
5657,25,1,24-05-2018,5,0,2018,Laptop,Alienware,136006,FullHD,15,16,i5,Windows,1024,512,2,1,Bhopal
5658,19,1,18-01-2018,1,1,2018,Laptop,Alienware,130633,FullHD,15,16,i5,Windows,1024,1024,2,1,Bangalore
5659,29,1,27-03-2018,3,0,2018,Laptop,Alienware,134346,2k,17,16,i5,Windows,1024,512,2,1,Hyderabad
5660,20,1,27-08-2018,8,1,2018,Laptop,Alienware,133468,2k,17,16,i5,Windows,1024,512,3,1,Bangalore
5661,19,1,05-05-2018,5,0,2018,Laptop,Alienware,191918,FullHD,15,16,i7,Windows,1024,512,2,1,Lucknow
5662,22,1,21-01-2018,1,1,2018,Laptop,Alienware,144759,2k,17,16,i5,Windows,1024,256,3,1,Bangalore
5663,25,1,19-03-2018,3,0,2018,Laptop,Alienware,146094,2k,17,16,i5,Windows,1024,512,3,1,Jaipur
5664,23,1,09-10-2018,10,0,2018,Laptop,Alienware,221613,2k,17,32,i9,Windows,1024,1024,2,1,New Delhi
5665,30,1,14-04-2018,4,0,2018,Laptop,Alienware,130339,2k,17,16,i5,Windows,1024,256,3,1,New Delhi
5666,18,1,03-10-2018,10,0,2018,Laptop,Alienware,145353,FullHD,15,8,i5,Windows,1024,512,3,1,Jaipur
5667,23,1,26-05-2018,5,0,2018,Laptop,Alienware,155961,FullHD,15,8,i7,Windows,1024,256,2,1,Surat
5668,25,1,21-12-2018,12,0,2018,Laptop,Alienware,158384,FullHD,15,16,i7,Windows,1024,256,2,1,Jaipur
5669,21,1,04-05-2018,5,0,2018,Laptop,Alienware,160806,FullHD,15,16,i7,Windows,1024,256,2,1,New Delhi
5670,21,1,27-01-2018,1,1,2018,Laptop,Alienware,222291,2k,17,32,i9,Windows,1024,1024,2,1,Bangalore
5671,26,1,06-07-2018,7,1,2018,Laptop,Alienware,171277,2k,17,32,i7,Windows,1024,512,3,1,New Delhi
5672,24,0,06-08-2018,8,1,2018,Laptop,Alienware,122035,FullHD,15,8,i5,Windows,1024,1024,3,1,Hyderabad
5673,25,1,02-02-2018,2,0,2018,Laptop,Alienware,143291,2k,17,16,i5,Windows,1024,512,2,1,Bhopal
5674,29,1,05-07-2018,7,1,2018,Laptop,Alienware,132462,FullHD,15,16,i5,Windows,1024,512,2,1,Hyderabad
5675,23,1,18-08-2018,8,1,2018,Laptop,Alienware,168218,FullHD,15,8,i7,Windows,1024,256,3,1,Lucknow
5676,24,1,26-02-2018,2,0,2018,Laptop,Alienware,179626,FullHD,15,8,i7,Windows,1024,512,3,1,Coimbatore
5677,24,1,11-09-2018,9,0,2018,Laptop,Alienware,235738,2k,17,32,i9,Windows,1024,1024,2,1,New Delhi
5678,23,1,28-04-2018,4,0,2018,Laptop,Alienware,149444,FullHD,15,16,i5,Windows,1024,1024,2,1,Kolkata
5679,22,1,23-02-2018,2,0,2018,Laptop,Alienware,166814,2k,17,32,i7,Windows,1024,256,3,1,Coimbatore
5680,23,1,07-05-2018,5,0,2018,Laptop,Alienware,179097,FullHD,15,16,i7,Windows,1024,512,2,1,Bangalore
5681,21,1,08-02-2018,2,0,2018,Laptop,Alienware,120531,FullHD,15,16,i5,Windows,1024,256,2,1,Surat
5682,16,1,03-01-2018,1,1,2018,Laptop,Alienware,182570,FullHD,15,8,i7,Windows,1024,512,3,1,Hyderabad
5683,20,1,06-05-2018,5,0,2018,Laptop,Alienware,155578,FullHD,15,8,i7,Windows,1024,256,3,1,Surat
5684,20,1,21-12-2018,12,0,2018,Laptop,Alienware,163549,FullHD,15,8,i7,Windows,1024,256,3,1,Vizag
5685,19,1,25-04-2018,4,0,2018,Laptop,Alienware,185382,FullHD,15,8,i7,Windows,1024,512,3,1,Kolkata
5686,20,1,25-01-2018,1,1,2018,Laptop,Alienware,168929,2k,17,32,i7,Windows,1024,256,2,1,Patna
5687,19,1,03-10-2018,10,0,2018,Laptop,Alienware,126548,2k,17,16,i5,Windows,1024,256,2,1,Hyderabad
5688,27,1,17-07-2018,7,1,2018,Laptop,Alienware,153418,2k,17,32,i7,Windows,1024,256,3,1,Bangalore
5689,25,1,24-11-2018,11,1,2018,Laptop,Alienware,139312,FullHD,15,16,i5,Windows,1024,512,2,1,Vizag
5690,25,1,07-08-2018,8,1,2018,Laptop,Alienware,189026,2k,17,32,i7,Windows,1024,512,3,1,Hyderabad
5691,25,1,23-03-2018,3,0,2018,Laptop,Alienware,140924,2k,17,16,i5,Windows,1024,512,2,1,Hyderabad
5692,25,1,04-09-2018,9,0,2018,Laptop,Alienware,157648,FullHD,15,8,i7,Windows,1024,256,3,1,Kolkata
5693,20,1,01-07-2018,7,1,2018,Laptop,Alienware,158329,FullHD,15,16,i7,Windows,1024,1024,2,1,Coimbatore
5694,20,1,13-05-2018,5,0,2018,Laptop,Alienware,230662,2k,17,32,i9,Windows,1024,1024,2,1,Ranchi
5695,22,1,14-10-2018,10,0,2018,Laptop,Alienware,127704,FullHD,15,8,i5,Windows,1024,256,2,1,Kolkata
5696,20,0,18-07-2018,7,1,2018,Laptop,Alienware,141143,FullHD,15,8,i5,Windows,1024,1024,2,1,Kolkata
5697,22,0,04-10-2018,10,0,2018,Laptop,Alienware,133289,2k,17,8,i5,Windows,1024,256,3,1,Hyderabad
5698,24,1,21-11-2018,11,1,2018,Laptop,Alienware,155249,FullHD,15,8,i7,Windows,1024,256,2,1,New Delhi
5699,25,1,01-01-2018,1,1,2018,Laptop,Alienware,172441,FullHD,15,16,i7,Windows,1024,512,3,1,Surat
5700,24,1,14-07-2018,7,1,2018,Laptop,Alienware,166348,FullHD,15,16,i7,Windows,1024,256,2,1,Bangalore
5701,30,1,15-12-2018,12,0,2018,Laptop,Alienware,168819,2k,17,32,i7,Windows,1024,256,2,1,Hyderabad
5702,23,1,21-11-2018,11,1,2018,Laptop,Alienware,123351,2k,17,16,i5,Windows,1024,512,2,1,Kolkata
5703,22,1,22-09-2018,9,0,2018,Laptop,Alienware,129614,2k,17,16,i5,Windows,1024,512,3,1,Mumbai
5704,17,1,10-09-2018,9,0,2018,Laptop,Alienware,164417,2k,17,32,i7,Windows,1024,256,2,1,Bangalore
5705,22,1,24-08-2018,8,1,2018,Laptop,Alienware,134964,FullHD,15,8,i5,Windows,1024,1024,2,1,Hyderabad
5706,20,1,21-07-2018,7,1,2018,Laptop,Alienware,143626,FullHD,15,16,i5,Windows,1024,512,3,1,Bhopal
5707,28,1,06-02-2018,2,0,2018,Laptop,Alienware,142517,FullHD,15,16,i5,Windows,1024,512,2,1,Coimbatore
5708,27,0,14-03-2018,3,0,2018,Laptop,Alienware,142513,2k,17,8,i5,Windows,1024,512,3,1,Hyderabad
5709,26,1,09-04-2018,4,0,2018,Laptop,Alienware,244382,2k,17,32,i9,Windows,1024,1024,2,1,Mumbai
5710,20,1,02-01-2018,1,1,2018,Laptop,Alienware,189586,2k,17,32,i7,Windows,1024,512,3,1,Bangalore
